date,t,s,i,r
2021-02-05,347,59002861.71040916,1.028012683999895,997137.2615782307
2021-02-06,348,59002861.710408516,0.9802075877945566,997137.3093839649
2021-02-07,349,59002861.710407935,0.9346255239236334,997137.3549666143
2021-02-08,350,59002861.7104074,0.8911631160232736,997137.3984295594
2021-02-09,351,59002861.71040691,0.8497217993820556,997137.4398713692
2021-02-10,352,59002861.71040645,0.8102075917353823,997137.4793860293
2021-02-11,353,59002861.710406035,0.7725308779502192,997137.5170631583
2021-02-12,354,59002861.710405655,0.7366062118560203,997137.5529882055
2021-02-13,355,59002861.710405305,0.702352122633857,997137.5872426444
2021-02-14,356,59002861.710404985,0.6696909248879113,997137.6199041631
2021-02-15,357,59002861.71040469,0.6385485450853338,997137.6510468374
2021-02-16,358,59002861.71040442,0.6088543579544513,997137.6807412948
2021-02-17,359,59002861.71040417,0.5805410197828192,997137.709054881
2021-02-18,360,59002861.71040394,0.5535443169205319,997137.7360518114
2021-02-19,361,59002861.71040373,0.52780302493587,997137.7617933123
2021-02-20,362,59002861.71040354,0.5032587653307399,997137.7863377635
2021-02-21,363,59002861.71040337,0.4798558724812896,997137.8097408323
2021-02-22,364,59002861.710403204,0.4575412709506108,997137.8320555952
